LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Torino;1/12/2018;"4";"1";"5";"2";"91";"5";"4";"8";"0";"1020";"0";"0";""
Torino;2/12/2018;"3";"0";"8";"2";"93";"4";"5";"11";"0";"1018";"0";"0";"nebbia "
Torino;3/12/2018;"4";"0";"10";"3";"88";"20";"5";"13";"0";"1014";"0";"0";"pioggia "
Torino;4/12/2018;"7";"0";"16";"4";"83";"12";"6";"11";"0";"1015";"0";"0";""
Torino;5/12/2018;"7";"2";"12";"3";"76";"19";"5";"9";"0";"1024";"0";"0";""
Torino;6/12/2018;"6";"3";"9";"5";"91";"6";"5";"11";"0";"1023";"0";"0";""
Torino;7/12/2018;"4";"1";"9";"3";"96";"8";"5";"9";"0";"1020";"0";"0";""
Torino;8/12/2018;"7";"1";"15";"2";"63";"17";"7";"13";"0";"1013";"0";"0";"nebbia "
Torino;9/12/2018;"7";"0";"16";"1";"59";"21";"12";"28";"0";"1010";"0";"0";""
Torino;10/12/2018;"5";"2";"7";"1";"71";"21";"7";"11";"0";"1016";"0";"0";""
Torino;11/12/2018;"5";"-1";"10";"0";"63";"21";"8";"17";"0";"1018";"0";"0";""
Torino;12/12/2018;"1";"0";"3";"0";"72";"20";"6";"11";"0";"1018";"0";"0";""
Torino;13/12/2018;"2";"1";"3";"1";"79";"19";"5";"11";"0";"1016";"0";"0";""
Torino;14/12/2018;"1";"-1";"3";"0";"85";"19";"5";"9";"0";"1016";"0";"0";""
Torino;15/12/2018;"-2";"-4";"0";"0";"89";"17";"5";"8";"0";"1018";"0";"0";""
Torino;16/12/2018;"0";"-2";"2";"1";"94";"5";"3";"8";"0";"1018";"0";"0";""
Torino;17/12/2018;"1";"-1";"4";"1";"95";"2";"7";"15";"0";"1021";"0";"0";"nebbia "
Torino;18/12/2018;"-1";"-4";"5";"2";"98";"1";"4";"8";"0";"1027";"0";"0";"pioggia nebbia "
Torino;19/12/2018;"0";"-2";"3";"1";"98";"2";"4";"8";"0";"1023";"0";"0";"neve nebbia "
Torino;20/12/2018;"1";"-3";"3";"2";"100";"1";"3";"8";"0";"1023";"0";"0";"nebbia "
Torino;21/12/2018;"-1";"-4";"2";"1";"100";"1";"5";"9";"0";"1025";"0";"0";"nebbia "
Torino;22/12/2018;"1";"-3";"8";"3";"95";"10";"5";"9";"0";"1021";"0";"0";"nebbia "
Torino;23/12/2018;"2";"-1";"8";"3";"96";"9";"5";"9";"0";"1022";"0";"0";"nebbia "
Torino;24/12/2018;"4";"-2";"14";"5";"90";"10";"8";"15";"0";"1018";"0";"0";"neve nebbia "
Torino;25/12/2018;"5";"0";"12";"2";"80";"22";"5";"13";"0";"1028";"0";"0";""
Torino;26/12/2018;"2";"-2";"7";"2";"92";"12";"5";"9";"0";"1030";"0";"0";""
Torino;27/12/2018;"2";"-2";"7";"2";"87";"11";"4";"9";"0";"1027";"0";"0";""
Torino;28/12/2018;"4";"-1";"9";"2";"78";"15";"4";"8";"0";"1024";"0";"0";""
Torino;29/12/2018;"5";"-1";"13";"2";"75";"19";"5";"13";"0";"1025";"0";"0";""
Torino;30/12/2018;"6";"-1";"15";"2";"68";"21";"9";"17";"0";"1025";"0";"0";""
Torino;31/12/2018;"6";"1";"12";"1";"63";"21";"6";"11";"0";"1025";"0";"0";""
