LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Torino;1/11/2018;"10";"9";"11";"10";"97";"13";"10";"24";"0";"1017";"0";"0";"pioggia "
Torino;2/11/2018;"12";"10";"16";"10";"91";"16";"6";"11";"0";"1020";"0";"0";"pioggia "
Torino;3/11/2018;"12";"10";"15";"12";"96";"16";"6";"13";"0";"1022";"0";"0";"pioggia "
Torino;4/11/2018;"14";"12";"16";"13";"97";"17";"6";"13";"0";"1016";"0";"0";"pioggia "
Torino;5/11/2018;"14";"13";"15";"13";"96";"10";"10";"17";"0";"1014";"0";"0";"pioggia "
Torino;6/11/2018;"14";"12";"14";"14";"100";"4";"16";"22";"0";"1013";"0";"0";"pioggia "
Torino;7/11/2018;"13";"11";"16";"11";"89";"16";"6";"13";"0";"1016";"0";"0";"pioggia "
Torino;8/11/2018;"13";"12";"14";"12";"94";"11";"5";"8";"0";"1021";"0";"0";"pioggia "
Torino;9/11/2018;"12";"12";"14";"12";"98";"5";"5";"9";"0";"1019";"0";"0";"pioggia "
Torino;10/11/2018;"12";"11";"13";"12";"99";"4";"5";"11";"0";"1016";"0";"0";"pioggia "
Torino;11/11/2018;"12";"11";"13";"12";"100";"3";"5";"9";"0";"1020";"0";"0";"pioggia nebbia "
Torino;12/11/2018;"13";"11";"14";"12";"96";"4";"3";"5";"0";"1026";"0";"0";"nebbia "
Torino;13/11/2018;"12";"9";"17";"11";"89";"17";"5";"9";"0";"1027";"0";"0";""
Torino;14/11/2018;"10";"7";"14";"9";"95";"13";"4";"8";"0";"1028";"0";"0";"nebbia "
Torino;15/11/2018;"10";"8";"11";"10";"100";"2";"4";"9";"0";"1026";"0";"0";"nebbia "
Torino;16/11/2018;"10";"8";"11";"9";"96";"4";"8";"15";"0";"1026";"0";"0";"pioggia "
Torino;17/11/2018;"8";"5";"9";"4";"81";"18";"7";"11";"0";"1025";"0";"0";"pioggia "
Torino;18/11/2018;"5";"1";"9";"3";"82";"21";"5";"9";"0";"1020";"0";"0";""
Torino;19/11/2018;"2";"0";"4";"2";"98";"11";"8";"17";"0";"1009";"0";"0";"pioggia neve "
Torino;20/11/2018;"4";"2";"6";"3";"97";"10";"6";"15";"0";"1008";"0";"0";"pioggia "
Torino;21/11/2018;"4";"0";"6";"4";"98";"12";"5";"11";"0";"1014";"0";"0";"pioggia "
Torino;22/11/2018;"8";"3";"12";"6";"90";"14";"4";"8";"0";"1019";"0";"0";"nebbia "
Torino;23/11/2018;"7";"6";"8";"7";"97";"9";"6";"13";"0";"1021";"0";"0";"pioggia "
Torino;24/11/2018;"8";"5";"12";"6";"89";"17";"7";"15";"0";"1015";"0";"0";"pioggia "
Torino;25/11/2018;"8";"5";"11";"6";"91";"20";"4";"15";"0";"1008";"0";"0";"pioggia "
Torino;26/11/2018;"8";"5";"10";"6";"91";"21";"5";"11";"0";"1000";"0";"0";"pioggia "
Torino;27/11/2018;"8";"4";"14";"3";"71";"19";"8";"13";"0";"1008";"0";"0";""
Torino;28/11/2018;"6";"2";"12";"2";"67";"20";"6";"13";"0";"1019";"0";"0";""
Torino;29/11/2018;"4";"2";"8";"3";"89";"12";"5";"9";"0";"1025";"0";"0";""
Torino;30/11/2018;"3";"1";"4";"3";"98";"2";"4";"8";"0";"1020";"0";"0";"pioggia nebbia "
