LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Torino;1/1/2022;"7";"1";"14";"5";"76";"13";"5";"11";"0";"1024";"0";"0";""
Torino;2/1/2022;"6";"1";"12";"3";"80";"9";"4";"8";"0";"1024";"0";"0";""
Torino;3/1/2022;"5";"1";"9";"4";"84";"8";"5";"9";"0";"1019";"0";"0";""
Torino;4/1/2022;"6";"5";"7";"6";"99";"2";"3";"5";"0";"1010";"0";"0";"pioggia nebbia "
Torino;5/1/2022;"6";"2";"8";"6";"94";"6";"5";"15";"0";"1001";"0";"0";"nebbia "
Torino;6/1/2022;"3";"-3";"9";"0";"53";"20";"6";"11";"0";"1012";"0";"0";""
Torino;7/1/2022;"2";"-3";"6";"0";"63";"19";"6";"11";"0";"1018";"0";"0";""
Torino;8/1/2022;"0";"-6";"5";"0";"83";"12";"4";"11";"0";"1013";"0";"0";"nebbia "
Torino;9/1/2022;"1";"-2";"7";"0";"82";"7";"5";"11";"0";"1005";"0";"0";"nebbia "
Torino;10/1/2022;"1";"-4";"9";"0";"74";"10";"7";"15";"0";"1012";"0";"0";"nebbia "
Torino;11/1/2022;"3";"-4";"11";"0";"45";"20";"7";"11";"0";"1023";"0";"0";""
Torino;12/1/2022;"2";"-3";"8";"0";"55";"19";"7";"15";"0";"1030";"0";"0";""
Torino;13/1/2022;"2";"-3";"9";"0";"58";"20";"5";"9";"0";"1036";"0";"0";""
Torino;14/1/2022;"4";"-3";"12";"0";"50";"20";"5";"11";"0";"1030";"0";"0";""
Torino;15/1/2022;"5";"0";"14";"0";"51";"18";"6";"11";"0";"1024";"0";"0";""
Torino;16/1/2022;"5";"0";"12";"0";"59";"19";"7";"11";"0";"1024";"0";"0";""
Torino;17/1/2022;"6";"0";"14";"0";"44";"20";"8";"15";"0";"1026";"0";"0";""
Torino;18/1/2022;"5";"0";"11";"0";"50";"21";"6";"9";"0";"1030";"0";"0";""
Torino;19/1/2022;"3";"-2";"7";"2";"76";"10";"4";"8";"0";"1028";"0";"0";""
Torino;20/1/2022;"4";"-2";"11";"0";"65";"13";"5";"13";"0";"1020";"0";"0";""
Torino;21/1/2022;"2";"-4";"9";"0";"64";"16";"7";"18";"0";"1022";"0";"0";"nebbia "
Torino;22/1/2022;"0";"-7";"9";"1";"78";"9";"6";"15";"0";"1026";"0";"0";"nebbia "
Torino;23/1/2022;"2";"-2";"8";"0";"71";"12";"6";"15";"0";"1028";"0";"0";""
Torino;24/1/2022;"1";"-3";"8";"0";"80";"4";"5";"13";"0";"1031";"0";"0";"nebbia "
Torino;25/1/2022;"0";"-3";"2";"1";"97";"2";"7";"11";"0";"1033";"0";"0";"nebbia "
Torino;26/1/2022;"-1";"-5";"5";"1";"96";"1";"5";"9";"0";"1027";"0";"0";"nebbia "
Torino;27/1/2022;"-2";"-6";"5";"2";"96";"2";"5";"9";"0";"1025";"0";"0";"pioggia nebbia "
Torino;28/1/2022;"4";"-4";"15";"1";"65";"18";"7";"15";"0";"1025";"0";"0";""
Torino;29/1/2022;"5";"0";"11";"0";"48";"19";"6";"11";"0";"1028";"0";"0";""
Torino;30/1/2022;"6";"-1";"16";"1";"51";"21";"7";"15";"0";"1019";"0";"0";""
Torino;31/1/2022;"6";"-2";"16";"2";"60";"12";"12";"37";"0";"1010";"0";"0";"nebbia "
