LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Torino;1/11/2019;"11";"10";"12";"10";"94";"3";"4";"8";"0";"1017";"0";"0";"pioggia "
Torino;2/11/2019;"11";"10";"12";"9";"90";"3";"3";"8";"0";"1008";"0";"0";"pioggia "
Torino;3/11/2019;"9";"7";"11";"9";"97";"7";"5";"11";"0";"995";"0";"0";"pioggia nebbia "
Torino;4/11/2019;"10";"4";"16";"8";"90";"12";"6";"11";"0";"998";"0";"0";"nebbia "
Torino;5/11/2019;"12";"8";"16";"9";"85";"18";"6";"11";"0";"997";"0";"0";"pioggia "
Torino;6/11/2019;"10";"7";"12";"8";"89";"16";"6";"15";"0";"1002";"0";"0";""
Torino;7/11/2019;"8";"6";"10";"7";"90";"10";"5";"9";"0";"1007";"0";"0";"pioggia "
Torino;8/11/2019;"9";"7";"10";"7";"93";"15";"7";"15";"0";"1003";"0";"0";"pioggia "
Torino;9/11/2019;"7";"3";"13";"4";"80";"18";"6";"9";"0";"1008";"0";"0";""
Torino;10/11/2019;"8";"6";"10";"5";"82";"19";"4";"9";"0";"1010";"0";"0";""
Torino;11/11/2019;"7";"3";"10";"4";"82";"15";"4";"11";"0";"1013";"0";"0";"pioggia "
Torino;12/11/2019;"7";"2";"13";"3";"81";"11";"7";"11";"0";"1002";"0";"0";"nebbia "
Torino;13/11/2019;"7";"1";"13";"1";"56";"20";"7";"15";"0";"1000";"0";"0";""
Torino;14/11/2019;"5";"2";"7";"4";"80";"13";"12";"26";"0";"1006";"0";"0";"pioggia "
Torino;15/11/2019;"5";"4";"7";"5";"95";"17";"9";"24";"0";"1001";"0";"0";"pioggia "
Torino;16/11/2019;"6";"5";"8";"5";"89";"11";"7";"15";"0";"1010";"0";"0";"pioggia "
Torino;17/11/2019;"6";"5";"9";"4";"89";"16";"7";"18";"0";"1004";"0";"0";"pioggia "
Torino;18/11/2019;"6";"4";"8";"5";"92";"14";"5";"11";"0";"1012";"0";"0";"pioggia "
Torino;19/11/2019;"7";"5";"9";"7";"97";"12";"6";"13";"0";"1015";"0";"0";"pioggia "
Torino;20/11/2019;"9";"8";"12";"8";"95";"13";"5";"9";"0";"1013";"0";"0";"pioggia "
Torino;21/11/2019;"8";"8";"9";"8";"99";"3";"8";"17";"0";"1011";"0";"0";"pioggia nebbia "
Torino;22/11/2019;"8";"7";"9";"7";"96";"7";"10";"15";"0";"1011";"0";"0";"pioggia "
Torino;23/11/2019;"9";"8";"11";"9";"99";"4";"19";"28";"0";"1004";"0";"0";"pioggia "
Torino;24/11/2019;"10";"9";"11";"9";"95";"9";"15";"24";"0";"1006";"0";"0";"pioggia "
Torino;25/11/2019;"12";"8";"17";"10";"89";"19";"9";"18";"0";"1010";"0";"0";"pioggia "
Torino;26/11/2019;"9";"6";"14";"7";"88";"20";"4";"9";"0";"1009";"0";"0";""
Torino;27/11/2019;"9";"7";"11";"9";"97";"16";"5";"13";"0";"1005";"0";"0";"pioggia nebbia "
Torino;28/11/2019;"8";"4";"12";"7";"92";"10";"5";"13";"0";"1004";"0";"0";"nebbia "
Torino;29/11/2019;"7";"2";"13";"5";"87";"15";"5";"13";"0";"1009";"0";"0";""
Torino;30/11/2019;"7";"1";"15";"3";"74";"18";"6";"13";"0";"1017";"0";"0";"nebbia "
