LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Torino;1/10/2022;"15";"10";"21";"11";"76";"20";"5";"9";"0";"1016";"0";"0";"nebbia "
Torino;2/10/2022;"17";"9";"24";"12";"74";"19";"6";"11";"0";"1019";"0";"0";""
Torino;3/10/2022;"19";"12";"26";"10";"59";"20";"7";"13";"0";"1019";"0";"0";""
Torino;4/10/2022;"17";"14";"23";"12";"71";"21";"7";"11";"0";"1022";"0";"0";""
Torino;5/10/2022;"19";"17";"21";"15";"78";"14";"5";"9";"0";"1027";"0";"0";""
Torino;6/10/2022;"19";"13";"23";"14";"77";"14";"6";"11";"0";"1027";"0";"0";""
Torino;7/10/2022;"19";"15";"24";"13";"70";"13";"5";"13";"0";"1025";"0";"0";""
Torino;8/10/2022;"17";"12";"23";"12";"74";"16";"6";"11";"0";"1020";"0";"0";"pioggia "
Torino;9/10/2022;"16";"15";"16";"15";"98";"8";"7";"17";"0";"1021";"0";"0";"pioggia "
Torino;10/10/2022;"15";"13";"18";"14";"92";"13";"7";"13";"0";"1021";"0";"0";"pioggia "
Torino;11/10/2022;"16";"10";"22";"12";"81";"20";"4";"9";"0";"1022";"0";"0";""
Torino;12/10/2022;"16";"12";"21";"13";"81";"17";"5";"8";"0";"1022";"0";"0";""
Torino;13/10/2022;"16";"13";"20";"12";"80";"13";"4";"9";"0";"1021";"0";"0";""
Torino;14/10/2022;"16";"12";"20";"13";"82";"7";"5";"8";"0";"1017";"0";"0";""
Torino;15/10/2022;"17";"12";"21";"13";"82";"5";"4";"8";"0";"1017";"0";"0";""
Torino;16/10/2022;"18";"15";"22";"14";"77";"6";"5";"9";"0";"1023";"0";"0";""
Torino;17/10/2022;"18";"14";"22";"15";"81";"7";"4";"9";"0";"1029";"0";"0";""
Torino;18/10/2022;"18";"13";"24";"13";"77";"12";"5";"9";"0";"1027";"0";"0";""
Torino;19/10/2022;"18";"12";"24";"13";"75";"16";"5";"9";"0";"1022";"0";"0";""
Torino;20/10/2022;"17";"13";"20";"14";"81";"10";"4";"9";"0";"1022";"0";"0";""
Torino;21/10/2022;"16";"16";"17";"16";"98";"2";"7";"9";"0";"1018";"0";"0";"pioggia "
Torino;22/10/2022;"18";"16";"21";"16";"89";"10";"4";"8";"0";"1017";"0";"0";"pioggia "
Torino;23/10/2022;"17";"16";"19";"15";"89";"10";"6";"11";"0";"1022";"0";"0";"pioggia "
Torino;24/10/2022;"17";"16";"19";"17";"97";"5";"6";"13";"0";"1018";"0";"0";""
Torino;25/10/2022;"17";"13";"22";"14";"83";"14";"5";"9";"0";"1020";"0";"0";"nebbia "
Torino;26/10/2022;"18";"15";"22";"15";"83";"11";"5";"9";"0";"1023";"0";"0";""
Torino;27/10/2022;"17";"13";"22";"14";"82";"15";"4";"8";"0";"1027";"0";"0";""
Torino;28/10/2022;"17";"13";"23";"13";"76";"17";"5";"9";"0";"1028";"0";"0";""
Torino;29/10/2022;"16";"11";"24";"12";"75";"19";"5";"11";"0";"1026";"0";"0";""
Torino;30/10/2022;"16";"11";"24";"11";"71";"21";"5";"9";"0";"1023";"0";"0";""
Torino;31/10/2022;"16";"11";"23";"10";"69";"19";"5";"9";"0";"1022";"0";"0";""
